NomUser ; IdUser ; nbreMess ; Jour ; BeginTime; endTime; Q1 ;  Q2  ;  Q3  ;  Q4  ;  Q5  ;  Q6_1 ;  Q6_2 ; Q6_3  ; Q6_4  ; Q6_5 ;  Q6_6 ; Q6_7  ;  Q6_8; Q6_9 ;  Q7  ;  Q8  ;  Q9 ; type;
;0;151;3;je me prépare pour devoirs;6;6;7;7;3;0;0;0;1;6;0;0;7;7;7;2016-03-25T23:00:00.000Z;9:7:18;9:9:40;computer;undefined;
;0;152;3;Lis un article pour psychologie clinique;4;6;2;5;0;0;0;0;0;0;7;0;1;1;1;2016-03-26T23:00:00.000Z;9:25:32;9:27:17;smartphone;undefined;
;0;153;3;travail du text Métacognition et croyances motivationnelles;6;6;6;7;6;0;0;0;0;6;0;0;5;1;1;2016-03-27T22:00:00.000Z;15:40:35;15:42:59;computer;undefined;
;0;154;3;Création mind map;1;6;6;6;7;0;0;0;0;7;0;5;7;1;1;2016-03-27T22:00:00.000Z;21:38:20;21:40:32;smartphone;undefined;
;0;155;3;Je fais de recherche pour mon devoir;6;7;7;6;4;0;0;0;0;5;0;5;4;2;2;2016-03-28T22:00:00.000Z;19:46:8;19:48:23;smartphone;undefined;
;0;156;3;Devoir;5;6;7;7;2;4;0;0;0;6;0;4;7;7;7;2016-03-30T22:00:00.000Z;8:5:49;8:8:7;smartphone;undefined;
;0;157;3;Devoir;5;6;4;5;2;2;2;0;0;0;0;0;7;7;7;2016-03-30T22:00:00.000Z;19:45:42;19:46:50;smartphone;AlisaDeAlmeida;
;0;158;3;je travaille sur mind map;5;7;7;4;3;2;0;0;0;0;0;0;7;7;6;2016-04-01T22:00:00.000Z;10:58:40;11:0:52;computer;AlisaDeAlmeida;
;0;159;3;lecture des articles ;5;6;5;4;0;0;3;0;0;0;0;2;1;1;1;2016-04-02T22:00:00.000Z;9:16:29;9:18:7;computer;AlisaDeAlmeida;
;0;160;3;recherche de l'information sur internet pour devoir;5;6;6;2;1;1;0;0;0;2;0;4;7;1;1;2016-04-03T22:00:00.000Z;6:57:48;7:0:2;computer;AlisaDeAlmeida;
;0;161;2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016-03-25T23:00:00.000Z;11:6:8;11:7:10;smartphone;undefined;
;0;162;1;;5;5;6;5;5;0;0;0;0;0;0;0;6;4;2;2016-03-26T23:00:00.000Z;10:10:30;10:11:21;smartphone;undefined;
;0;163;3;Je suis en train de faire mes résumés en vue des révisons pour les examens de juin.;6;7;7;6;5;0;0;0;0;0;0;0;5;2;2;2016-03-27T22:00:00.000Z;9:37:46;9:39:11;smartphone;undefined;
;0;164;3;Résumer et repondre aux questions concernants la compréhension de texte en paychologie de l éducation;6;6;6;4;4;0;2;0;0;0;0;0;5;1;1;2016-03-29T22:00:00.000Z;11:2:39;11:4:34;smartphone;undefined;
;0;165;3;Lecture et résumé d un chapitre sur l émotion et la motivation dans le processus d apprentissage.;6;6;7;6;6;0;0;0;0;6;0;4;4;2;3;2016-03-31T22:00:00.000Z;9:19:20;9:20:41;smartphone;Ga%C3%ABlleReset;
;0;166;2;;6;5;6;0;4;0;0;0;0;0;0;0;2;2;2;2016-04-01T22:00:00.000Z;9:21:45;9:22:41;smartphone;Ga%C3%ABlleReset;
;0;167;1;;4;6;4;0;0;0;4;4;0;0;0;0;2;2;2;2016-04-02T22:00:00.000Z;9:21:36;9:22:37;smartphone;Ga%C3%ABlleReset;
;0;168;1;;5;5;5;0;4;0;3;0;0;0;0;0;3;2;2;2016-04-03T22:00:00.000Z;9:10:40;9:12:34;smartphone;Ga%C3%ABlleReset;
;0;169;3;Lecture d une experience sur le partenariat entre praticien et parents dans le cadre de la prise en charge précoce d enfants déficients.;6;6;6;6;6;0;0;0;0;6;0;0;4;2;2;2016-04-05T22:00:00.000Z;9:49:21;9:50:58;smartphone;Ga%C3%ABlleReset;
